slot,hour,row,col,avg_traffic
晚高峰,18,15,14,1377.8105164581352
晚高峰,18,15,15,772.2273118903498
晚高峰,18,15,16,1253.6877168167587
晚高峰,18,15,17,1355.7832333499125
晚高峰,18,15,18,1138.8630853797863
晚高峰,18,15,19,419.4342737317281
晚高峰,18,16,0,563.9904905372337
晚高峰,18,16,1,863.311210780758
晚高峰,18,16,2,1203.4895150636753
晚高峰,18,16,3,668.5625331984173
晚高峰,18,16,4,619.2849622240119
晚高峰,18,16,5,388.28123928501566
晚高峰,18,16,6,1076.6599998146066
晚高峰,18,16,7,897.6808114882657
晚高峰,18,16,8,1316.6824441101355
晚高峰,18,16,9,893.1504535931314
晚高峰,18,16,10,1155.561213824239
晚高峰,18,16,11,994.1353615903241
晚高峰,18,16,12,1020.0342349992374
晚高峰,18,16,13,1629.2797147491576
晚高峰,18,16,14,2549.9090930400876
晚高峰,18,16,15,1709.2424037668131
晚高峰,18,16,16,1211.2138472517324
晚高峰,18,16,17,1706.8167293769477
晚高峰,18,16,18,1083.9541684283172
晚高峰,18,16,19,468.57047454063746
晚高峰,18,17,0,764.9031149369715
晚高峰,18,17,1,580.0387253276248
晚高峰,18,17,2,734.3173239331993
晚高峰,18,17,3,714.6092073474357
晚高峰,18,17,4,573.6766743483179
晚高峰,18,17,5,491.66182885229114
晚高峰,18,17,6,1173.930418169047
晚高峰,18,17,7,1086.68378346191
晚高峰,18,17,8,839.0239328398856
晚高峰,18,17,9,702.1832493382069
晚高峰,18,17,10,1481.178660156186
晚高峰,18,17,11,1966.3896699396778
晚高峰,18,17,12,1594.3247609136718
晚高峰,18,17,13,1163.9403437476024
晚高峰,18,17,14,2321.0314750635966
晚高峰,18,17,15,1314.3189683698777
晚高峰,18,17,16,710.6288644195803
晚高峰,18,17,17,1013.6393199003917
晚高峰,18,17,18,999.9824592330605
晚高峰,18,17,19,766.2795983313664
晚高峰,18,18,0,606.8482199488168
晚高峰,18,18,1,356.63163710174763
晚高峰,18,18,2,342.16926188018414
晚高峰,18,18,3,519.9132453401355
晚高峰,18,18,4,676.5093588073207
晚高峰,18,18,5,497.46124998546844
晚高峰,18,18,6,485.34572286117356
晚高峰,18,18,7,626.5125698033839
晚高峰,18,18,8,497.2425824083665
晚高峰,18,18,9,662.9031202708513
晚高峰,18,18,10,969.875263266223
晚高峰,18,18,11,1514.457945151942
晚高峰,18,18,12,1155.7402321234683
晚高峰,18,18,13,2301.4720473745706
晚高峰,18,18,14,1738.5446408506677
晚高峰,18,18,15,1366.301562199183
晚高峰,18,18,16,1258.900240778479
晚高峰,18,18,17,818.6973632308163
晚高峰,18,18,18,789.5576097153181
晚高峰,18,18,19,1112.785109654803
晚高峰,18,19,0,261.9005454843103
晚高峰,18,19,1,125.80882770918048
晚高峰,18,19,2,173.48859696235738
晚高峰,18,19,3,392.1466748066481
晚高峰,18,19,4,551.9223531371858
晚高峰,18,19,5,387.8669202798728
晚高峰,18,19,6,207.0601077900484
晚高峰,18,19,7,193.6457689229209
晚高峰,18,19,8,458.18675518447776
晚高峰,18,19,9,835.5034164487686
晚高峰,18,19,10,914.8304806311007
晚高峰,18,19,11,1019.5423617353634
晚高峰,18,19,12,863.1371548211256
晚高峰,18,19,13,1247.9426648565814
晚高峰,18,19,14,1168.5529518785263
晚高峰,18,19,15,1128.6504662591958
晚高峰,18,19,16,1240.9005391245844
晚高峰,18,19,17,846.0340312206671
晚高峰,18,19,18,608.0183279206647
晚高峰,18,19,19,720.0162744937847
深夜,2,0,0,5.545993860082707
深夜,2,0,1,6.096535852091677
深夜,2,0,2,3.3515986313264303
深夜,2,0,3,6.351483848465289
深夜,2,0,4,5.39330839108239
深夜,2,0,5,4.848425534322923
深夜,2,0,6,5.718738437987227
深夜,2,0,7,9.554998060786033
深夜,2,0,8,15.779612401896694
深夜,2,0,9,36.55978608073076
深夜,2,0,10,15.865647399236643
深夜,2,0,11,27.428846476037446
深夜,2,0,12,18.881945511196033
深夜,2,0,13,22.106456967674102
深夜,2,0,14,9.332535498375602
深夜,2,0,15,8.25749955625818
深夜,2,0,16,5.401955643451523
深夜,2,0,17,10.247578358028031
深夜,2,0,18,15.047933480378939
深夜,2,0,19,18.571049680548022
深夜,2,1,0,3.821996636148944
深夜,2,1,1,3.448582192038337
深夜,2,1,2,3.219385954336022
深夜,2,1,3,3.184808331525102
深夜,2,1,4,4.858719205668111
深夜,2,1,5,4.950306159024136
深夜,2,1,6,5.60955673847133
深夜,2,1,7,11.789975839831525
深夜,2,1,8,12.83258688094086
深夜,2,1,9,43.566579205591474
深夜,2,1,10,55.62678548421532
深夜,2,1,11,40.55946150630997
深夜,2,1,12,33.4216478559874
深夜,2,1,13,27.28150070772493
深夜,2,1,14,11.075089166817111
深夜,2,1,15,11.096895518065198
深夜,2,1,16,13.94604265558481
深夜,2,1,17,8.095800073807633
深夜,2,1,18,9.866832161228901
深夜,2,1,19,12.166834081456757
深夜,2,2,0,3.53174681701223
深夜,2,2,1,3.3099876210533923
深夜,2,2,2,4.6602604195424835
深夜,2,2,3,3.5099440963853676
深夜,2,2,4,3.615092742165288
深夜,2,2,5,4.579022130473538
深夜,2,2,6,6.599917941840707
深夜,2,2,7,14.814167198933061
深夜,2,2,8,16.147142038361245
深夜,2,2,9,60.6385237111332
深夜,2,2,10,86.69404426951876
深夜,2,2,11,36.20787646191251
深夜,2,2,12,23.088902863564087
深夜,2,2,13,20.421514791998035
深夜,2,2,14,13.886133378763269
深夜,2,2,15,15.34564388030805
深夜,2,2,16,28.194238059399222
深夜,2,2,17,50.04094252961017
深夜,2,2,18,16.494112315580406
深夜,2,2,19,22.93721576909894
深夜,2,3,0,3.7683367304579933
深夜,2,3,1,5.215811787680743
深夜,2,3,2,7.5827715649802405
深夜,2,3,3,7.02838705336639
深夜,2,3,4,5.830810983593219
深夜,2,3,5,7.836357830035019
深夜,2,3,6,11.752439508605148
深夜,2,3,7,17.91419588553706
深夜,2,3,8,23.162784822064296
深夜,2,3,9,43.64608255810396
深夜,2,3,10,59.67450767819025
深夜,2,3,11,32.66334418737076
深夜,2,3,12,15.739538718122224
深夜,2,3,13,17.033151833551806
深夜,2,3,14,13.930535601787279
深夜,2,3,15,15.679747627360666
深夜,2,3,16,54.91494777904668
深夜,2,3,17,51.377798580069616
深夜,2,3,18,31.42689319155071
深夜,2,3,19,20.762965679103903
深夜,2,4,0,4.605219785766896
深夜,2,4,1,7.449853826255083
深夜,2,4,2,8.176010643660046
深夜,2,4,3,8.993188850655347
深夜,2,4,4,10.061467044450323
深夜,2,4,5,10.2174054838378
深夜,2,4,6,19.050730940501243
深夜,2,4,7,44.89595993580447
深夜,2,4,8,38.51268946991266
深夜,2,4,9,41.12645100137429
深夜,2,4,10,33.887378129111084
深夜,2,4,11,14.237838037759097
深夜,2,4,12,30.312915226280566
深夜,2,4,13,16.216838306664258
深夜,2,4,14,9.830047161422977
深夜,2,4,15,15.386054360858607
深夜,2,4,16,47.45527165307905
深夜,2,4,17,49.09059026451728
深夜,2,4,18,21.96797081882992
深夜,2,4,19,13.0529252390745
深夜,2,5,0,5.1503634615110565
深夜,2,5,1,8.347939525013622
深夜,2,5,2,11.769457940710728
深夜,2,5,3,18.564217300740484
深夜,2,5,4,19.533141273587333
深夜,2,5,5,22.998040730981913
深夜,2,5,6,43.46791646519064
深夜,2,5,7,39.47208195562396
深夜,2,5,8,22.50521308577136
深夜,2,5,9,18.531230716007318
深夜,2,5,10,63.4054649632966
深夜,2,5,11,35.747279010205396
深夜,2,5,12,19.584743228066888
深夜,2,5,13,16.330140544000923
深夜,2,5,14,10.580841420735998
深夜,2,5,15,19.021061890152467
深夜,2,5,16,44.637357702164174
深夜,2,5,17,40.20079519176075
深夜,2,5,18,17.555261913962166
深夜,2,5,19,16.594763074606025
深夜,2,6,0,2.888820191396055
深夜,2,6,1,26.626483079370704
深夜,2,6,2,27.155307362879828
深夜,2,6,3,47.03865043604278
深夜,2,6,4,48.795875534748866
深夜,2,6,5,37.20196846799868
深夜,2,6,6,64.63431266039545
深夜,2,6,7,48.03921754925898
深夜,2,6,8,13.24405683661134
深夜,2,6,9,33.28318100252314
深夜,2,6,10,62.66794450046075
深夜,2,6,11,45.79935529982185
深夜,2,6,12,28.588948715499573
深夜,2,6,13,25.66023500737474
深夜,2,6,14,18.163429551117172
深夜,2,6,15,32.53305001649087
深夜,2,6,16,58.3734684672178
深夜,2,6,17,33.96635104196808
深夜,2,6,18,24.590150788445452
深夜,2,6,19,17.579413788295774
深夜,2,7,0,4.18366287269672
深夜,2,7,1,105.42679795397416
深夜,2,7,2,201.06710681793143
深夜,2,7,3,34.28117153331389
深夜,2,7,4,33.88088027588744
深夜,2,7,5,61.504202710242694
深夜,2,7,6,77.19951429981269
深夜,2,7,7,52.57794723075897
深夜,2,7,8,52.510156767699826
深夜,2,7,9,114.19579804729422
深夜,2,7,10,115.51400063588126
深夜,2,7,11,124.28470827317011
深夜,2,7,12,154.22305133049863
深夜,2,7,13,98.74133982689288
深夜,2,7,14,102.60235820377576
深夜,2,7,15,45.312305962081645
深夜,2,7,16,40.448006530704816
深夜,2,7,17,35.388661034189205
深夜,2,7,18,39.62941275361349
深夜,2,7,19,23.169996920824573
深夜,2,8,0,6.672289420087823
深夜,2,8,1,14.3330970963329
深夜,2,8,2,131.52250825573432
深夜,2,8,3,58.39311814208167
深夜,2,8,4,34.258020808740994
深夜,2,8,5,69.59975158459447
深夜,2,8,6,58.3995425448198
深夜,2,8,7,90.58257641016706
深夜,2,8,8,116.13014601026904
深夜,2,8,9,198.2918004227786
深夜,2,8,10,253.60612889476735
深夜,2,8,11,265.8650129154408
深夜,2,8,12,898.6260099913685
深夜,2,8,13,244.48061332603973
深夜,2,8,14,83.1108131905802
深夜,2,8,15,133.03822349027502
深夜,2,8,16,54.13119219938765
深夜,2,8,17,33.61264507665813
深夜,2,8,18,14.250982951949807
深夜,2,8,19,15.858145464729212
深夜,2,9,0,4.112245646727708
深夜,2,9,1,7.506577701041565
深夜,2,9,2,12.134710697829313
深夜,2,9,3,41.34121399515797
深夜,2,9,4,48.6186181977257
深夜,2,9,5,68.86825389366255
深夜,2,9,6,70.98364038937868
深夜,2,9,7,93.80873519872016
深夜,2,9,8,123.07047314586283
深夜,2,9,9,207.02141484996295
深夜,2,9,10,326.1701800493667
深夜,2,9,11,392.7884800400432
深夜,2,9,12,332.56977359229643
深夜,2,9,13,211.58637270137473
深夜,2,9,14,92.36778800461558
深夜,2,9,15,149.2169816572886
深夜,2,9,16,55.95960607267333
深夜,2,9,17,39.50684279414613
深夜,2,9,18,27.278660745083823
深夜,2,9,19,8.896585501323049
深夜,2,10,0,9.381297657309714
深夜,2,10,1,4.1177847014688975
深夜,2,10,2,12.224810822850937
深夜,2,10,3,30.128227208347354
深夜,2,10,4,41.15700519368798
深夜,2,10,5,52.88527631702584
深夜,2,10,6,77.63900966667504
深夜,2,10,7,66.37168476424024
深夜,2,10,8,168.3470825744922
深夜,2,10,9,223.33994867837666
深夜,2,10,10,331.60908829723394
深夜,2,10,11,361.42829549970804
深夜,2,10,12,256.4238977873804
深夜,2,10,13,227.2906481899901
深夜,2,10,14,157.4179392138626
深夜,2,10,15,87.00437735363309
深夜,2,10,16,54.274699995143145
深夜,2,10,17,41.36151938411865
深夜,2,10,18,42.89372262478178
深夜,2,10,19,21.350939970638645
深夜,2,11,0,15.423618692939744
深夜,2,11,1,16.31468138316498
深夜,2,11,2,14.518160488231505
深夜,2,11,3,12.082535489231581
深夜,2,11,4,20.505254768960704
深夜,2,11,5,33.356751709407696
深夜,2,11,6,32.909472746329236
深夜,2,11,7,62.099849504550825
深夜,2,11,8,130.00750846524045
深夜,2,11,9,171.1210868474572
深夜,2,11,10,306.2156361705674
深夜,2,11,11,392.1959558234417
深夜,2,11,12,286.34167594455926
深夜,2,11,13,265.03117380082864
深夜,2,11,14,126.51443970075921
深夜,2,11,15,74.32290295672101
深夜,2,11,16,34.311444768688624
深夜,2,11,17,31.19961649832136
深夜,2,11,18,28.41616064907754
深夜,2,11,19,35.30980048053063
深夜,2,12,0,20.577789103201034
深夜,2,12,1,17.169340869282703
深夜,2,12,2,24.296672718220528
深夜,2,12,3,27.77564314169464
深夜,2,12,4,15.533523512811314
深夜,2,12,5,15.08070520891051
深夜,2,12,6,23.85325181413669
深夜,2,12,7,45.11471714890389
深夜,2,12,8,86.86545094693618
深夜,2,12,9,252.79854852961833
深夜,2,12,10,240.874696215349
深夜,2,12,11,283.999151419302
深夜,2,12,12,305.4395460532963
深夜,2,12,13,225.2089777231137
深夜,2,12,14,215.81219197290355
深夜,2,12,15,94.16501262134702
深夜,2,12,16,40.21772974945311
深夜,2,12,17,29.83206610806131
深夜,2,12,18,31.04160835305138
深夜,2,12,19,51.230801746123475
深夜,2,13,0,17.79814586737931
深夜,2,13,1,18.003009011784208
深夜,2,13,2,16.171461477936074
深夜,2,13,3,20.44882778178288
深夜,2,13,4,27.944193149964512
深夜,2,13,5,33.972631341838266
深夜,2,13,6,58.838851866632616
深夜,2,13,7,119.87153233255631
深夜,2,13,8,83.0361677795152
深夜,2,13,9,123.89057394165798
深夜,2,13,10,143.9727433731144
深夜,2,13,11,267.0500282476355
深夜,2,13,12,180.45209325118984
深夜,2,13,13,155.62359169967002
深夜,2,13,14,197.9779054776591
深夜,2,13,15,76.93661862027017
深夜,2,13,16,46.08916722351226
深夜,2,13,17,44.16245084439597
深夜,2,13,18,52.802517813936284
深夜,2,13,19,42.82559771766076
深夜,2,14,0,20.945992145168745
深夜,2,14,1,22.374579003170318
深夜,2,14,2,26.663694580138007
深夜,2,14,3,33.965707499033336
深夜,2,14,4,60.78142544663952
深夜,2,14,5,76.0149977359023
深夜,2,14,6,55.405929227536376
深夜,2,14,7,77.89781965021322
深夜,2,14,8,91.88509752382114
深夜,2,14,9,58.29412039922802
深夜,2,14,10,106.72823605823866
深夜,2,14,11,150.36941573211692
深夜,2,14,12,136.02344014470464
深夜,2,14,13,121.67042796148966
深夜,2,14,14,222.79091491772795
深夜,2,14,15,150.63744866593848
深夜,2,14,16,61.44593243217635
深夜,2,14,17,49.90299128308571
深夜,2,14,18,50.153441394360854
深夜,2,14,19,21.841883787867165
深夜,2,15,0,17.498124060766894
深夜,2,15,1,30.59585953805716
深夜,2,15,2,40.082104679673876
深夜,2,15,3,38.69171477308227
深夜,2,15,4,48.90910251682106
深夜,2,15,5,60.27786658774112
深夜,2,15,6,59.54491946765538
深夜,2,15,7,73.5301723564092
深夜,2,15,8,80.28834617872026
深夜,2,15,9,56.52035481381082
深夜,2,15,10,95.8098991712876
深夜,2,15,11,73.21523398461888
深夜,2,15,12,80.04248579563978
深夜,2,15,13,163.34622304265275
深夜,2,15,14,121.23281433359868
深夜,2,15,15,62.208792232353694
深夜,2,15,16,49.02157661110154
深夜,2,15,17,61.7759292868221
深夜,2,15,18,50.6544042282669
深夜,2,15,19,19.34374777072386
深夜,2,16,0,25.23123529987033
深夜,2,16,1,33.5016913599683
深夜,2,16,2,56.12989128595272
深夜,2,16,3,35.75400013392217
深夜,2,16,4,33.44606934327023
深夜,2,16,5,19.433398804506147
深夜,2,16,6,55.49948112303037
深夜,2,16,7,47.71161490433298
深夜,2,16,8,58.300625836138515
深夜,2,16,9,60.40333479133816
深夜,2,16,10,73.87699058129432
深夜,2,16,11,58.22582472735064
深夜,2,16,12,57.68691718119069
深夜,2,16,13,93.90705635450834
深夜,2,16,14,174.61138498813426
深夜,2,16,15,87.88783927765563
深夜,2,16,16,56.21465545864264
深夜,2,16,17,76.42295113043247
深夜,2,16,18,47.26974483029743
深夜,2,16,19,26.383000366763213
深夜,2,17,0,30.932944143765933
深夜,2,17,1,25.493086991707084
深夜,2,17,2,39.94472454515259
深夜,2,17,3,43.95771240481986
深夜,2,17,4,28.302470118339105
深夜,2,17,5,23.64694556864698
深夜,2,17,6,69.7918547733459
深夜,2,17,7,46.30914646576904
深夜,2,17,8,53.038407218166064
深夜,2,17,9,48.60822672253365
深夜,2,17,10,70.95603759935354
深夜,2,17,11,82.96523528165062
深夜,2,17,12,81.92576425736773
深夜,2,17,13,77.26082726669678
深夜,2,17,14,123.98993350755843
深夜,2,17,15,62.313010092542136
深夜,2,17,16,47.138994839949554
深夜,2,17,17,61.85975643883669
深夜,2,17,18,53.58064805996887
深夜,2,17,19,36.76034650169215
深夜,2,18,0,24.417349744501507
深夜,2,18,1,18.375489223443598
深夜,2,18,2,21.100888226196282
深夜,2,18,3,26.904736023725498
深夜,2,18,4,30.407012947183983
深夜,2,18,5,23.986003113113572
深夜,2,18,6,26.021158296814978
深夜,2,18,7,29.276485403146637
深夜,2,18,8,38.31565487414748
深夜,2,18,9,41.019284373538426
深夜,2,18,10,51.472688763091625
深夜,2,18,11,66.2923800449111
深夜,2,18,12,60.88550260462783
深夜,2,18,13,129.6967442073206
深夜,2,18,14,113.838670253586
深夜,2,18,15,68.00562880198976
深夜,2,18,16,58.20232658133797
深夜,2,18,17,69.64494547533884
深夜,2,18,18,40.03095475551914
深夜,2,18,19,47.44075333899503
深夜,2,19,0,13.953959068791871
深夜,2,19,1,6.4214340953598565
深夜,2,19,2,9.744847312492846
深夜,2,19,3,19.61249407085906
深夜,2,19,4,25.06541488428184
深夜,2,19,5,18.244346785895477
深夜,2,19,6,12.840762419198086
深夜,2,19,7,8.400162862086464
深夜,2,19,8,25.904946459952203
深夜,2,19,9,50.12108087519868
深夜,2,19,10,40.57873619081371
深夜,2,19,11,44.06383088930448
深夜,2,19,12,38.791613786762724
深夜,2,19,13,57.34115157649879
深夜,2,19,14,63.27985417377462
深夜,2,19,15,65.6157784979956
深夜,2,19,16,64.29538491331094
深夜,2,19,17,43.94886279754688
深夜,2,19,18,38.61271239499446
深夜,2,19,19,46.21615229449882
